Name,Price,Grammage,IsOffer,Category,Price (EUR/ Kg),net_carbs,sugar,fiber,saturated_fat,protein,energy,carbohydrates,sodium,calcium,monounsaturated_fat,vitamin_c,cholesterol,fat,iron,polyunsaturated_fat,potassium,vitamin_a,grams,trans_fat,energy (kcal),Search Result Name,Search Result Brand,vitamin_d,sugar_alcohols,added_sugars
Barilla Mezzi Rigatoni Al Bronzo 400g,"1,89 €","400g (1 kg = 4,73 €)",True,Kochen & Backen,4.73,69.7,3.5,3.0,0.4,14.0,"{'unit': 'calories', 'value': 359.0}",72.7,,,,,,2.0,,,,,1.0,,359.0,Mezzi Rigatoni al Bronzo,Barilla,,,
REWE Beste Wahl Weizenmehl Type 405...,"1,29 €",1kg,False,Kochen & Backen,1.29,69.0,0.4,4.0,0.1,12.0,"{'unit': 'calories', 'value': 341.0}",73.0,,,,,,1.0,,,,,1.0,,341.0,Weizenmehl Type 405,Rewe,,,
REWE Bio Kakao 125g,"1,99 €","125g (1 kg = 15,92 €)",False,Kochen & Backen,15.92,8.9,0.4,,12.6,19.4,"{'unit': 'calories', 'value': 370.0}",8.9,,,,,,21.0,,,,,1.0,,370.0,Bio Kakao,Rewe,,,
Henglein Kartoffel-Gnocchi 500g,"2,99 €","500g (1 kg = 5,98 €)",False,Kochen & Backen,5.98,32.0,2.0,0.0,0.2,3.1,"{'unit': 'calories', 'value': 158.0}",32.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,1.0,0.0,158.0,Kartoffel Gnocchi,henglein,,,
REWE Bio Fusilli Vollkorn Dinkel 500g,"1,55 €","500g (1 kg = 3,10 €)",False,Kochen & Backen,3.1,66.0,3.2,11.0,0.5,12.3,"{'unit': 'calories', 'value': 349.0}",77.0,3.0,,,,,2.6,,,,,1.0,,349.0,Fusilli Dinkel Vollkorn Urkorn-pasta,Rewe Bio,,,
REWE Beste Wahl Gnocchi 1kg,"3,69 €",1000g,False,Kochen & Backen,,32.0,0.3,,0.3,3.3,"{'unit': 'calories', 'value': 149.0}",32.0,,,,,,0.6,,,,,1.0,,149.0,Gnocchi,Gnocchi Rewe Beste Wahl,,,
Barilla Fusilloni Al Bronzo 400g,"1,89 €","400g (1 kg = 4,73 €)",True,Kochen & Backen,4.73,69.7,3.5,3.0,,14.0,"{'unit': 'calories', 'value': 359.0}",72.7,,,,,,2.0,,,,,1.0,,359.0,Al bronzo,Barilla,,,
Barilla Spaghetti Vollkorn Integrale 500g,"2,59 €","500g (1 kg = 5,18 €)",False,Kochen & Backen,5.18,,,,,,,,,,,,,,,,,,,,,,,,,
REWE Beste Wahl Lasagneplatten 500g,"1,89 €","500g (1 kg = 3,78 €)",False,Kochen & Backen,3.78,5.3,4.5,,1.1,1.4,"{'unit': 'calories', 'value': 57.0}",5.3,,,,,,2.9,,,,,1.0,,57.0,italienisches Pfannengemüse 500g,REWE Beste Wahl,,,
Delverde Spaghetti 500g,"1,89 €","500g (1 kg = 3,78 €)",False,Kochen & Backen,3.78,72.0,3.1,3.2,0.3,12.5,"{'unit': 'calories', 'value': 357.0}",75.2,,,,,,1.4,,,,,1.0,,357.0,Spaghetti (Hartweizengrieß),Spaghetti (Delverde),,,
Barilla Integrale Vollkorn Penne Rigate 500g,"2,59 €","500g (1 kg = 5,18 €)",False,Kochen & Backen,5.18,64.0,3.5,8.0,0.5,13.0,"{'unit': 'calories', 'value': 347.0}",72.0,13.0,,,,,2.5,21.0,,,,1.0,,347.0,Penne Rigate - Integrale,Barilla,,,
Barilla Spaghettini Nr.3 500g,"2,09 €","500g (1 kg = 4,18 €)",False,Kochen & Backen,4.18,60.3,,2.6,0.4,10.9,"{'unit': 'calories', 'value': 309.0}",62.9,5.0,,,,,1.7,,,,,1.0,,309.0,Spaghettini n.3,Barilla 500g,,,
REWE Bio Dinkelmehl Type 630 1kg,"1,59 €",1000g,False,Kochen & Backen,,72.0,1.0,0.0,0.1,12.0,"{'unit': 'calories', 'value': 352.0}",72.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,0.0,352.0,Dinkelmehl Type 630,REWE Bio,,,
Barilla Pastasauce Basilico 400g,"3,19 €","400g (1 kg = 7,98 €)",False,"Öle, Soßen & Gewürze",7.98,6.8,6.5,,,1.4,"{'unit': 'calories', 'value': 39.0}",6.8,,,,,,0.3,,,,,1.0,,39.0,Pastasauce Basilico,Norma,,,
"Knorr Soße zu Braten Extra 280g ergibt 2,5l","2,99 €","280g (1 kg = 10,68 €)",False,"Öle, Soßen & Gewürze",10.68,7.3,1.3,0.5,0.5,0.9,"{'unit': 'calories', 'value': 41.0}",7.8,1300.0,,,,,0.8,,,,,1.0,,41.0,Soße Zu Braten Extra,Knorr,,,
REWE Bio Tomatenmark 200g,"1,29 €","200g (1 kg = 6,45 €)",False,"Öle, Soßen & Gewürze",6.45,16.3,0.0,0.0,0.1,4.0,"{'unit': 'calories', 'value': 93.0}",16.3,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,93.0,Tomatenmark,Rewe Bio Tomatenmark,,,
Knorr Salatkrönung Dill Kräuter Dressing 45g,"1,49 €","45g (1 kg = 33,11 €)",False,"Öle, Soßen & Gewürze",33.11,4.5,4.0,0.3,7.0,0.3,"{'unit': 'calories', 'value': 440.0}",4.8,,,,,,46.0,,,,,1.0,,440.0,Salatkrönung - Dill-kräuter,Knorr,,,
Knorr Tomato al Gusto Kräuter Soße 370 g,"1,99 €","370g (1 kg = 5,38 €)",False,"Öle, Soßen & Gewürze",5.38,6.1,,,,1.2,"{'unit': 'calories', 'value': 39.0}",6.1,,,,,,0.8,,,,,1.0,,39.0,Tomato al Gusto Kräuter Soße Packung,knorr,,,
REWE Bio Passata passierte Tomaten 700g,"1,69 €","700g (1 kg = 2,41 €)",False,"Öle, Soßen & Gewürze",2.41,3.4,,,,1.5,"{'unit': 'calories', 'value': 24.0}",3.4,,,,,,0.1,,,,,1.0,,24.0,Passierte Tomaten,Rewe Bio,,,
Barilla Pastasauce Arrabbiata 400g,"3,19 €","400g (1 kg = 7,98 €)",False,"Öle, Soßen & Gewürze",7.98,9.0,6.0,,0.2,2.0,"{'unit': 'calories', 'value': 63.0}",9.0,0.85,,,,,1.7,,,,,1.0,,63.0,Pastasauce Arrabbiata,GoÖko,,,
Bad Reichenhaller Marken-Jodsalz mit...,"0,89 €","500g (1 kg = 1,78 €)",False,"Öle, Soßen & Gewürze",1.78,0.0,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 0.0}",0.0,3856.0,,0.0,,0.0,0.0,,0.0,0.0,,1.0,,0.0,Marken Jodsalz,Bad Reichenhaller,,,
Barilla Pastasauce Napoletana 400g,"3,19 €","400g (1 kg = 7,98 €)",False,"Öle, Soßen & Gewürze",7.98,6.2,5.2,1.8,0.4,1.4,"{'unit': 'calories', 'value': 67.0}",8.0,960.0,,,,,3.7,,,,,1.0,,67.0,Napoletana 400g,Barilla,,,
REWE Beste Wahl Röstzwiebeln 150g,"1,29 €","150g (1 kg = 8,60 €)",False,"Öle, Soßen & Gewürze",8.6,42.0,6.0,,22.0,6.0,"{'unit': 'calories', 'value': 597.0}",42.0,1500.0,,,,,44.0,,,,,1.0,,597.0,Röstzwiebeln,REWE Beste Wahl,,,
Surig Essigessenz hell 400g,"1,49 €","400g (1 kg = 3,73 €)",False,"Öle, Soßen & Gewürze",3.73,0.1,0.0,0.0,0.1,0.1,"{'unit': 'calories', 'value': 15.0}",0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,15.0,Surig Essigessenz,Surig Essigessenz,,,
Barilla Pastasauce Toscana Kräuter 400g,"3,19 €","400g (1 kg = 7,98 €)",False,"Öle, Soßen & Gewürze",7.98,5.9,,,,1.4,"{'unit': 'calories', 'value': 68.0}",5.9,,,,,,4.0,,,,,1.0,,68.0,toscana kräuters,barilla,,,
REWE Bio Naturland Tomatensauce Kräuter...,"1,89 €","350g (1 kg = 5,40 €)",False,"Öle, Soßen & Gewürze",5.4,6.5,5.5,,,1.5,"{'unit': 'calories', 'value': 68.0}",6.5,,,,,,3.5,,,,,1.0,,68.0,Tomatensauce Kräuter,Rewe bio,,,
Barilla Pesto Rosso 200g,"3,59 €","200g (1 kg = 17,95 €)",False,"Öle, Soßen & Gewürze",17.95,12.0,7.8,2.3,3.4,3.8,"{'unit': 'calories', 'value': 329.0}",14.3,,,,,,29.0,,,,,1.0,,329.0,Pesto Rosso,Barilla,,,
Barilla Pastasauce Pomodoro 400g,"3,19 €","400g (1 kg = 7,98 €)",False,"Öle, Soßen & Gewürze",7.98,9.6,9.6,0.0,1.2,1.2,"{'unit': 'calories', 'value': 64.0}",9.6,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,1.0,0.0,64.0,Pastasauce Pomodoro,Dr. Oetker,,,
REWE Beste Wahl Jodsalz 500g,"0,75 €","500g (1 kg = 1,50 €)",False,"Öle, Soßen & Gewürze",1.5,,,,,,,,,,,,,,,,,,,,,,,,,
Surig Essig Essenz 1000ml,"3,59 €",1000g,False,"Öle, Soßen & Gewürze",,0.0,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 0.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Essig-essenz,Surig,,,
Bad Reichenhaller Marken-Jodsalz 500g,"0,69 €","500g (1 kg = 1,38 €)",False,"Öle, Soßen & Gewürze",1.38,0.0,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 0.0}",0.0,3856.0,,0.0,,0.0,0.0,,0.0,0.0,,1.0,,0.0,Marken Jodsalz,Bad Reichenhaller,,,
Barilla Pastasauce Base per Bolognese 400g,"3,19 €","400g (1 kg = 7,98 €)",False,"Öle, Soßen & Gewürze",7.98,6.0,5.0,1.5,0.4,1.3,"{'unit': 'calories', 'value': 68.0}",7.5,,,,,,4.0,,,,,1.0,,68.0,Base per Bolognese,Barilla,,,
Knorr Salatkrönung Gartenkräuter Dressing...,"1,49 €","40g (1 kg = 37,25 €)",False,"Öle, Soßen & Gewürze",37.25,0.0,6.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 30.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,Salatkrönung Gartenkräuter,Knorr,,,
REWE Bio Tomaten in Stücken 280g,"0,85 €","280g (1 kg = 2,13 €)",False,Fertiggerichte & Konserven,2.13,3.0,3.0,,0.0,1.3,"{'unit': 'calories', 'value': 21.0}",3.0,,,,,,0.1,,,,,1.0,,21.0,Tomaten in Stücken,Rewe Bio,,,
Saupiquet Thunfisch-Salat Cous Cous 160g,"2,99 €","160g (1 kg = 18,69 €)",False,Fertiggerichte & Konserven,18.69,15.0,0.0,0.0,2.0,10.0,"{'unit': 'calories', 'value': 238.0}",15.0,0.0,0.0,4.5,0.0,0.0,15.0,0.0,8.5,0.0,0.0,1.0,0.0,238.0,Thunfisch Salat Cous Cous,Saupiquet,,,
REWE Bio Kichererbsen 215g,"0,85 €","215g (1 kg = 3,95 €)",False,Fertiggerichte & Konserven,3.95,14.0,0.4,0.0,0.4,6.5,"{'unit': 'calories', 'value': 120.0}",14.0,0.1,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,1.0,0.0,120.0,Kichererbsen,REWE Bio,,,
Saupiquet MSC Thunfisch-Salat Mexica...,"2,99 €","160g (1 kg = 18,69 €)",False,Fertiggerichte & Konserven,18.69,10.0,0.0,3.5,2.5,9.5,"{'unit': 'calories', 'value': 216.0}",13.5,0.0,0.0,6.4,0.0,0.0,14.5,0.0,5.6,0.0,0.0,1.0,0.0,216.0,Thunfisch-Salat,saupiquet,,,
REWE Bio Sonnenmais 140g,"0,89 €","140g (1 kg = 6,36 €)",False,Fertiggerichte & Konserven,6.36,12.0,4.9,,0.5,2.9,"{'unit': 'calories', 'value': 89.0}",12.0,,,,,,2.4,,,,,1.0,,89.0,Bio Sonnenmais,Rewe,,,
Saupiquet MSC Thunfisch-Salat Wester...,"2,99 €","160g (1 kg = 18,69 €)",False,Fertiggerichte & Konserven,18.69,8.5,1.0,,1.9,11.0,"{'unit': 'calories', 'value': 187.0}",8.5,,,,,,11.0,,,,,1.0,,187.0,Thunfisch Salat,Saupiquet,,,
REWE Bio Passata passierte Tomaten 700g,"1,69 €","700g (1 kg = 2,41 €)",False,Fertiggerichte & Konserven,2.41,3.4,,,,1.5,"{'unit': 'calories', 'value': 24.0}",3.4,,,,,,0.1,,,,,1.0,,24.0,Passierte Tomaten,Rewe Bio,,,
Meggle Klassik Baguette Kräuter-Butter 160g,"1,39 €","160g (1 kg = 8,69 €)",True,Fertiggerichte & Konserven,8.69,38.0,2.6,,8.2,7.0,"{'unit': 'calories', 'value': 302.0}",38.0,1400.0,,,,,13.0,,,,,1.0,,302.0,Klassik Baguette (Kräuter-Butter),Meggle,,,
Bürger Vegane Maultaschen 300g,"1,89 €","300g (1 kg = 6,30 €)",True,Fertiggerichte & Konserven,6.3,28.9,3.1,3.3,0.2,7.8,"{'unit': 'calories', 'value': 172.0}",32.199999999999996,480.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,1.0,0.0,172.0,Maultaschen,Bürger Maultaschen Vegan,,,
REWE Bio Apfelmark 360g,"0,85 €","360g (1 kg = 2,36 €)",False,Fertiggerichte & Konserven,2.36,11.6,11.1,1.7,,0.3,"{'unit': 'calories', 'value': 55.0}",13.299999999999999,,,,,,0.4,,,,,1.0,,55.0,Apfelmark 360g,Dm Bio,,,
Meggle Laugenbaguette Kräuterbutter 160g,"1,59 €","160g (1 kg = 9,94 €)",True,Fertiggerichte & Konserven,9.94,35.0,3.6,0.0,9.6,6.3,"{'unit': 'calories', 'value': 308.0}",35.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,308.0,Laugenbaguette Kräuterbutter,Meggle,,,
REWE Beste Wahl Sonnenmais Superswe...,"0,79 €","140g (1 kg = 5,64 €)",False,Fertiggerichte & Konserven,5.64,17.1,8.8,,0.6,3.6,"{'unit': 'calories', 'value': 116.0}",17.1,,,,,,2.5,,,,,1.0,,116.0,Sonnenmais,Rewe Beste Wahl,,,
Settele Eier-Spätzle Knöpfle 500g,"2,19 €","500g (1 kg = 4,38 €)",False,Fertiggerichte & Konserven,4.38,26.0,3.1,,0.6,5.5,"{'unit': 'calories', 'value': 150.0}",26.0,,,,,,2.5,,,,,1.0,,150.0,"Eier-spätzle ""knöpfle""",Settele,,,
Mutti Bio Gehackte Tomaten 400g,"1,89 €","400g (1 kg = 4,73 €)",False,Fertiggerichte & Konserven,4.73,3.9,3.9,0.0,0.1,1.1,"{'unit': 'calories', 'value': 23.0}",3.9,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,23.0,Gehackte  Tomaten,Bio,,,
Meggle Klassik Baguette Knoblauch-Butter 160g,"1,39 €","160g (1 kg = 8,69 €)",True,Fertiggerichte & Konserven,8.69,38.0,,,,7.0,"{'unit': 'calories', 'value': 302.0}",38.0,,,,,,13.0,,,,,1.0,,302.0,Klassik Baguett Knoblauch,Meggle,,,
Bürger Schwäbische Maultaschen traditione...,"2,19 €","360g (1 kg = 6,08 €)",False,Fertiggerichte & Konserven,6.08,16.08,0.0,0.0,0.0,8.28,"{'unit': 'calories', 'value': 129.0}",16.08,0.0,0.0,0.0,0.0,0.0,4.86,0.0,0.0,0.0,0.0,1.0,0.0,129.0,Maultaschen Schwäbisch,Bürger,,,
Pomito Passierte Tomaten 500g,"1,49 €","500g (1 kg = 2,98 €)",False,Fertiggerichte & Konserven,2.98,5.5,4.0,1.5,0.0,1.3,"{'unit': 'calories', 'value': 27.0}",7.0,220.0,,,,,0.2,,,,,1.0,,27.0,Passierte Tomaten,Pomito,,,
REWE Beste Wahl Kartoffelsalat mit Essig...,"1,69 €","400g (1 kg = 4,23 €)",False,Fertiggerichte & Konserven,4.23,15.0,4.6,,0.5,1.6,"{'unit': 'calories', 'value': 122.0}",15.0,,,,,,5.8,,,,,1.0,,122.0,Kartoffelsalat mit Essig & Öl,REWE Beste Wahl,,,
Tante Fanny Frischer Flammkuchenteig 260g,"1,79 €","260g (1 kg = 6,88 €)",False,Fertiggerichte & Konserven,6.88,48.0,2.9,1.6,1.8,7.8,"{'unit': 'calories', 'value': 262.0}",49.6,880.0,,0.0,,0.0,4.0,,0.0,0.0,,1.0,0.0,262.0,Frischer Flammkuchenteig,Tante Fanny,,,
Henglein Kartoffelnudeln 500g,"2,89 €","500g (1 kg = 5,78 €)",False,Fertiggerichte & Konserven,5.78,30.0,2.5,,0.2,3.0,"{'unit': 'calories', 'value': 148.0}",30.0,440.0,,,,,1.2,,,,,1.0,,148.0,Kartoffelnudeln,Henglein,,,
REWE Beste Wahl stückige Tomaten 400g,"1,19 €","400g (1 kg = 2,98 €)",False,Fertiggerichte & Konserven,2.98,3.3,,,0.0,1.3,"{'unit': 'calories', 'value': 22.0}",3.3,,,,,,0.2,,,,,1.0,,22.0,Stückige Tomaten,Rewe Beste Wahl,,,
REWE Beste Wahl Passierte Tomaten 500g,"1,19 €","500g (1 kg = 2,38 €)",False,Fertiggerichte & Konserven,2.38,4.0,4.0,0.0,0.1,1.3,"{'unit': 'calories', 'value': 28.0}",4.0,200.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,28.0,Passierte Tomaten,Rewe Beste Wahl,,,
Settele G'schabte Spätzle 500g,"2,19 €","500g (1 kg = 4,38 €)",False,Fertiggerichte & Konserven,4.38,26.0,0.5,0.0,0.7,6.2,"{'unit': 'calories', 'value': 158.0}",26.0,1000.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,1.0,0.0,158.0,(K) G'schabte Spätzle,Settele,,,
REWE Bio Gemüsemais 230g,"0,85 €","230g (1 kg = 3,70 €)",False,Fertiggerichte & Konserven,3.7,14.8,,,,2.9,"{'unit': 'calories', 'value': 91.0}",14.8,,,,,,1.5,,,,,1.0,,91.0,Gemüsemais Bio,Rewe,,,
Bonduelle Goldmais 285g,"1,79 €","285g (1 kg = 6,28 €)",False,Fertiggerichte & Konserven,6.28,12.0,6.3,2.8,0.2,2.9,"{'unit': 'calories', 'value': 75.0}",14.8,,,,,,1.2,,,,,1.0,,75.0,Bonduelle Goldmais,Bonduelle,,,
REWE Bio Grüne Oliven 180g,"1,89 €","180g (1 kg = 10,50 €)",False,Fertiggerichte & Konserven,10.5,3.1,0.5,,3.3,1.1,"{'unit': 'calories', 'value': 194.0}",3.1,2.0,,,,,18.7,,,,,1.0,,194.0,Grüne Oliven,Rewe Bio,,,
REWE Bio Apfelmark 700g,"1,49 €","700g (1 kg = 2,13 €)",False,Fertiggerichte & Konserven,2.13,11.8,11.2,,0.1,0.3,"{'unit': 'calories', 'value': 57.0}",11.8,,,,,,0.4,,,,,1.0,,57.0,Bio Apfelmark,Rewe,,,
Bonduelle Goldmais 140g,"1,39 €","140g (1 kg = 9,93 €)",False,Fertiggerichte & Konserven,9.93,12.0,6.3,2.8,0.2,2.9,"{'unit': 'calories', 'value': 75.0}",14.8,,,,,,1.2,,,,,1.0,,75.0,Bonduelle Goldmais,Bonduelle,,,
REWE Beste Wahl Brotzeit-Gurken süß...,"1,39 €","290g (1 kg = 4,79 €)",False,Fertiggerichte & Konserven,4.79,9.1,,,,0.3,"{'unit': 'calories', 'value': 42.0}",9.1,,,,,,0.1,,,,,1.0,,42.0,Brotzeit Gurken,Rewe beste Wahl,,,
Mutti Polpa Feinstes Tomatenfruchtfleisch...,"1,69 €","400g (1 kg = 4,23 €)",False,Fertiggerichte & Konserven,4.23,3.9,2.8,,0.1,1.2,"{'unit': 'calories', 'value': 26.0}",3.9,,,,,,0.2,,,,,1.0,,26.0,Polpa Feinstes Tomatenfruchtfleisch,Solo Pomodoro Mutti Parma,,,
REWE Bio Kidney-Bohnen 400g,"0,99 €","255g (1 kg = 2,48 €)",False,Fertiggerichte & Konserven,2.48,12.0,0.0,6.5,0.0,6.9,"{'unit': 'calories', 'value': 95.0}",18.5,270.0,,,,,0.7,,,,,1.0,,95.0,Kidney-Bohnen,Rewe Bio,,,
Yum Yum Chicken Flavour 60g,"0,69 €","60g (1 kg = 11,50 €)",False,Fertiggerichte & Konserven,11.5,10.1,0.5,,1.6,1.3,"{'unit': 'calories', 'value': 76.0}",10.1,0.7,,,,,3.3,,,,,1.0,,76.0,vegetable flavour 60g,yum yum,,,
Henglein Pizzateig XXL 550g,"2,69 €","550g (1 kg = 4,89 €)",False,Fertiggerichte & Konserven,4.89,45.0,2.5,,0.7,6.6,"{'unit': 'calories', 'value': 267.0}",45.0,1930.0,,,,,5.4,,,,,1.0,,267.0,Pizzateig Xxl,Henglein,,,
REWE Beste Wahl Oliven geschwärzt ohne Stein...,"1,79 €","135g (1 kg = 13,26 €)",False,Fertiggerichte & Konserven,13.26,0.0,,,2.2,0.5,"{'unit': 'calories', 'value': 125.0}",0.0,,,,,,13.0,,,,,1.0,,125.0,Geschwärzte Oliven,Rewe beste Wahl,,,
REWE Beste Wahl weiße riesen Bohnen 250g,"1,49 €","250g (1 kg = 5,96 €)",False,Fertiggerichte & Konserven,5.96,8.2,0.3,6.3,0.1,5.0,"{'unit': 'calories', 'value': 69.0}",14.5,200.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,69.0,Weiße Bohnen,Rewe Beste Wahl,,,
Mutti Passierte Tomaten 700g,"2,49 €","700g (1 kg = 3,56 €)",False,Fertiggerichte & Konserven,3.56,5.1,,,,1.6,"{'unit': 'calories', 'value': 36.0}",5.1,,,,,,0.3,,,,,1.0,,36.0,Passierte Tomaten,Mutti,,,
REWE Bio Kalamata Oliven ohne Stein 180g,"2,99 €","180g (1 kg = 16,61 €)",False,Fertiggerichte & Konserven,16.61,2.0,0.1,0.0,5.9,1.9,"{'unit': 'calories', 'value': 286.0}",2.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,286.0,Kalamata Oliven ohne Stein,Vendere,,,
Bonduelle Kichererbsen 265g,"1,79 €","265g (1 kg = 6,75 €)",False,Fertiggerichte & Konserven,6.75,14.7,0.0,7.7,0.2,6.4,"{'unit': 'calories', 'value': 120.0}",22.4,240.0,10.0,0.2,6.0,0.0,2.2,34.0,1.8,875.0,1.0,1.0,0.0,120.0,Kichererbsen,Bonduelle,,,
REWE Beste Wahl Delikatess-Gewürzgurk...,"1,59 €","360g (1 kg = 4,42 €)",False,Fertiggerichte & Konserven,4.42,0.5,0.5,0.0,1.0,25.0,"{'unit': 'calories', 'value': 121.0}",0.5,1575.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,121.0,Delikatess Lachsschinken,Rewe Beste Wahl,,,
REWE Beste Wahl Lasagne Bolognese 400g,"2,79 €","400g (1 kg = 6,98 €)",False,Fertiggerichte & Konserven,6.98,52.0,8.0,0.0,15.2,31.0,"{'unit': 'calories', 'value': 650.0}",52.0,4000.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,650.0,Lasagne Bolognese,Rewe (Beste Wahl),,,
Settele Schwäbische Maultaschen 300g,"1,99 €","300g (1 kg = 6,63 €)",False,Fertiggerichte & Konserven,6.63,27.0,1.7,,3.4,8.4,"{'unit': 'calories', 'value': 221.0}",27.0,,,,,,8.6,,,,,1.0,,221.0,Maultaschen Schwäbische,Settele,,,
Hitschler Fruchtgummi Bunte Drachenzungen...,"0,99 €","125g (1 kg = 7,92 €)",True,Süßes & Salziges,7.92,82.0,0.0,0.0,1.2,2.3,"{'unit': 'calories', 'value': 369.0}",82.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,1.0,0.0,369.0,Saurer Fruchtgummi,Hitschler Bunte Drachenzungen,,,
Kluth Nuss-Mix geröstet & gesalzen 275g,"3,99 €","275g (1 kg = 14,51 €)",False,Süßes & Salziges,14.51,12.0,4.2,,6.9,26.0,"{'unit': 'calories', 'value': 605.0}",12.0,,,,,,48.0,,,,,1.0,,605.0,Nuss-Mix (gesalzen&geröstet),Kluth,,,
"Bounty Schokoriegel 9x28,5g","2,39 €","256,50g",False,Süßes & Salziges,,,6.8,,1.62,3.71,"{'unit': 'calories', 'value': 293.55}",,202.0,,2.08,,,15.78,,4.66,,,1.0,,294.0,Schokoriegel,Bounty Doppelriegel,,,
"Kinder Riegel 18 Stück, 378g","4,49 €","18x21g (1 kg = 11,88 €)",False,Süßes & Salziges,11.88,53.5,53.5,,22.6,8.7,"{'unit': 'calories', 'value': 566.0}",53.5,,,,,,35.0,,,,,1.0,,566.0,kinder,kinder Riegel,,,
Twix Minis Schokoriegel 275g,"3,99 €",275g,False,Süßes & Salziges,,24.3,18.4,0.0,5.1,1.7,"{'unit': 'calories', 'value': 185.0}",24.3,0.15,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,1.0,0.0,185.0,Schokoriegel,Twix,,,
M&M's Peanut 250g,"3,99 €","250g (1 kg = 15,96 €)",False,Süßes & Salziges,15.96,16.0,14.0,1.0,3.0,3.0,"{'unit': 'calories', 'value': 140.0}",17.0,15.0,3.0,,,0.0,8.0,3.33333,,110.0,,28.0,0.0,140.0,Peanut M&M's,M&M's,0.0,,13.0
Snickers Schokoriegel 5x50g,"2,59 €",5x50g,False,Süßes & Salziges,,605.0,518.0,,79.0,86.0,"{'unit': 'calories', 'value': 481.0}",605.0,,,,,,225.0,,,,,1.0,,481.0,Snickers Schokoriegel,Snickers,,,
Funny-frisch Chipsfrisch ungarisch 150g,"1,99 €","150g (1 kg = 13,27 €)",False,Süßes & Salziges,13.27,74.0,,,,9.0,"{'unit': 'calories', 'value': 799.0}",74.0,,,,,,49.0,,,,,1.0,,799.0,Chipsfrisch ungarisch,Funny-Frisch-,,,
Twix Riegel 5x50g,"2,59 €","250g (1 kg = 10,36 €)",False,Süßes & Salziges,10.36,15.0,11.0,,3.2,1.0,"{'unit': 'calories', 'value': 113.0}",15.0,,,,,,5.4,,,,,1.0,,113.0,Twix Riegel,Twix Spekulatius Gewürz,,,
REWE Beste Wahl Erdnüsse grosse Kerne...,"1,29 €","200g (1 kg = 6,45 €)",False,Süßes & Salziges,6.45,11.0,6.7,,7.5,26.0,"{'unit': 'calories', 'value': 618.0}",11.0,,,,,,51.0,,,,,1.0,,618.0,Beste Wahl Erdnüsse grosse Kerne,Rewe,,,
Lorenz Naturals Kartoffelchips Rosmari...,"2,19 €","95g (1 kg = 23,05 €)",False,Süßes & Salziges,23.05,59.0,,,2.0,6.3,"{'unit': 'calories', 'value': 503.0}",59.0,,,,,,26.0,,,,,1.0,,503.0,Kartoffelchips,Lorenz,,,
Duplo 18 Stück,"4,49 €","18x18,20g (1 kg = 13,71 €)",False,Süßes & Salziges,13.71,56.0,50.4,,18.9,6.1,"{'unit': 'calories', 'value': 551.0}",56.0,,,,,,33.0,,,,,1.0,,551.0,Duplo,Duplo,,,
Kinder Country 9 Riegel,"2,79 €","9x23,50g (1 kg = 13,19 €)",False,Süßes & Salziges,13.19,12.9,11.5,,5.1,2.0,"{'unit': 'calories', 'value': 132.0}",12.9,,,,,,7.9,,,,,1.0,,132.0,Riegel,Kinder Country,,,
